Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2Dokmx5wUHX0jwfoYdbWHA,"Nicht adoptiert","Rotz & Wasser","Alligatoah",2022-03-25,270240,48,true,,1970-01-01T00:00:00Z,"deutscher pop,deutscher hip-hop","Trailerpark",0.738,0.686,11,-7.295,1,0.0574,0.618,0.0000111,0.103,0.836,90.018,4
spotify:track:12L3PRi1KaDiCPhFngI6Al,"Човен","Один в каное","Odyn v Kanoe",2016-01-24,164009,48,false,,1970-01-01T00:00:00Z,"","Один в каное",0.606,0.487,1,-5.495,0,0.0508,0.785,0,0.165,0.553,179.914,4
spotify:track:6yK2AGL6oamq6FP8iqmOBw,"Fire To The Fuse","Fire To The Fuse","League of Legends;Jackson Wang;88rising",2022-11-05,224169,52,false,,1970-01-01T00:00:00Z,"k-pop","Riot Games Inc, Distributed by Venice Music",0.472,0.687,1,-5.794,1,0.0675,0.0294,0.0000017,0.0846,0.187,174.013,4
spotify:track:4YK7B6tL0h7Zx8wJMGNnj7,"17","Licht En Donker","Froukje",2021-01-07,130028,46,false,,1970-01-01T00:00:00Z,"nederpop","Top Notch Music BV",0.757,0.497,7,-10.723,0,0.127,0.848,0.000208,0.173,0.39,99.909,4
spotify:track:3JvKfv6T31zO0ini8iNItO,"Another Love","Long Way Down (Deluxe)","Tom Odell",2013-06-24,244360,88,true,,1970-01-01T00:00:00Z,"","ITNO/Columbia",0.445,0.537,4,-8.532,0,0.04,0.695,0.0000165,0.0944,0.131,122.769,4
spotify:track:3jyciDDsX4k9fPZ22JziCy,"Подобається, як ти ідеш","Один в каное","Odyn v Kanoe",2016-01-24,206370,27,false,,1970-01-01T00:00:00Z,"","Один в каное",0.815,0.318,9,-5.949,0,0.0303,0.691,0,0.165,0.377,130.051,4
spotify:track:2JeWzY0BdQkx6nW7yHT0fS,"Телепат","Телепат","Tember Blanche;The Budchuk",2024-06-07,172000,16,false,,1970-01-01T00:00:00Z,"","Tember Blanche",0.879,0.538,7,-9.235,1,0.0562,0.503,0.105,0.125,0.263,119.979,4
spotify:track:5M2L5RqF8zRvFwPUrQ1tX6,"Veronika","Veronika","Raiven",2024-01-20,166222,42,false,,1970-01-01T00:00:00Z,"","Raiven",0.545,0.624,5,-8.572,0,0.0407,0.103,0.000881,0.118,0.329,135.1,4
spotify:track:6awPQdcqY8IYdHzqhEYm3s,"Ulveham","Ulveham","Gåte",2024-01-20,180000,0,false,,1970-01-01T00:00:00Z,"norsk rock,folk metal,folk rock","Indie Recordings",0.5,0.698,11,-6.504,0,0.0343,0.0467,0.000123,0.0747,0.214,130.053,4
spotify:track:7Gxe4Ewcp2hRe6XB1U8flo,"Старі фотографії","Танго","Скрябін",2005-01-01,187622,0,false,,1970-01-01T00:00:00Z,"","Kuzma Skryabin",0.548,0.79,5,-7.187,1,0.0287,0.036,0,0.306,0.655,80.003,4
